,Unnamed: 0,sentence,language,set,gold_amr,parsed_amr,smatch
3392,3392,У принца Гарри и Вильяма одни и те же родители?,ru,train,"# ::snt У принца Гарри и Вильяма одни и те же родители?
(h / have-03
      :ARG0 (a / and
            :op1 (p / person :name (n / name :op1 ""Harry"")
                  :ARG0-of (h2 / have-org-role-91
                        :ARG2 (p2 / prince)))
            :op2 (p3 / person :name (n2 / name :op1 ""William"")
                  :ARG0-of (h3 / have-org-role-91
                        :ARG2 (p4 / prince))))
      :ARG1 (p5 / person
            :ARG0-of (h4 / have-rel-role-91
                  :ARG1 a
                  :ARG2 (p6 / parent))
            :ARG3-of (s / same-01))
      :polarity (a2 / amr-unknown))","# ::snt У принца Гарри и Вильяма одни и те же родители?
# ::annotator bart-amr
# ::date 2023-04-29 18:19:33.946268
(z0 / amr-choice
    :op1 (z1 / принца)
    :op2 (z2 / Вильяма)
    :op3 (z3 / те))",0.1
3393,3393,У принца Гарри и принца Уильяма один родители?,ru,train,"# ::snt У принца Гарри и принца Уильяма один родители?
(h / have-03
      :ARG0 (a / and
            :op1 (p / person :name (n / name :op1 ""Harry"")
                  :ARG0-of (h2 / have-org-role-91
                        :ARG2 (p2 / prince)))
            :op2 (p3 / person :name (n2 / name :op1 ""William"")
                  :ARG0-of (h3 / have-org-role-91
                        :ARG2 (p4 / prince))))
      :ARG1 (p5 / person
            :ARG0-of (h4 / have-rel-role-91
                  :ARG1 a
                  :ARG2 (p6 / parent))
            :ARG3-of (s / same-01))
      :polarity (a2 / amr-unknown))","# ::snt У принца Гарри и принца Уильяма один родители?
# ::annotator bart-amr
# ::date 2023-04-29 18:19:33.946293
(z0 / amr-choice
    :op1 (z1 / принца)
    :op2 (z2 / принца))",0.1
3394,3394,Принц Гарри и принц Уильям имеют одних родителей?,ru,train,"# ::snt Принц Гарри и принц Уильям имеют одних родителей?
(h / have-03
      :ARG0 (a / and
            :op1 (p / person :name (n / name :op1 ""Harry"")
                  :ARG0-of (h2 / have-org-role-91
                        :ARG2 (p2 / prince)))
            :op2 (p3 / person :name (n2 / name :op1 ""William"")
                  :ARG0-of (h3 / have-org-role-91
                        :ARG2 (p4 / prince))))
      :ARG1 (p5 / person
            :ARG0-of (h4 / have-rel-role-91
                  :ARG1 a
                  :ARG2 (p6 / parent))
            :ARG3-of (s / same-01))
      :polarity (a2 / amr-unknown))","# ::snt Принц Гарри и принц Уильям имеют одних родителей?
# ::annotator bart-amr
# ::date 2023-04-29 18:19:33.946319
(z0 / and
    :op1 (z1 / Принц)
    :op2 (z2 / принц)
    :polarity (z3 / amr-unknown))",0.2
3395,3395,Чи мають принц Гаррі та принц Вільям одних і тих самих батьків?,uk,train,"# ::snt Чи мають принц Гаррі та принц Вільям одних і тих самих батьків?
(h / have-03
      :ARG0 (a / and
            :op1 (p / person :name (n / name :op1 ""Harry"")
                  :ARG0-of (h2 / have-org-role-91
                        :ARG2 (p2 / prince)))
            :op2 (p3 / person :name (n2 / name :op1 ""William"")
                  :ARG0-of (h3 / have-org-role-91
                        :ARG2 (p4 / prince))))
      :ARG1 (p5 / person
            :ARG0-of (h4 / have-rel-role-91
                  :ARG1 a
                  :ARG2 (p6 / parent))
            :ARG3-of (s / same-01))
      :polarity (a2 / amr-unknown))","# ::snt Чи мають принц Гаррі та принц Вільям одних і тих самих батьків?
# ::annotator bart-amr
# ::date 2023-04-29 18:19:33.946344
(z0 / have-mod-91
    :ARG2 (z1 / принц)
    :polarity (z2 / amr-unknown))",0.15
3396,3396,Princai Haris ir Viljamas turi vienus tėvus? ,lt,train,"# ::snt Princai Haris ir Viljamas turi vienus tėvus? 
(h / have-03
      :ARG0 (a / and
            :op1 (p / person :name (n / name :op1 ""Harry"")
                  :ARG0-of (h2 / have-org-role-91
                        :ARG2 (p2 / prince)))
            :op2 (p3 / person :name (n2 / name :op1 ""William"")
                  :ARG0-of (h3 / have-org-role-91
                        :ARG2 (p4 / prince))))
      :ARG1 (p5 / person
            :ARG0-of (h4 / have-rel-role-91
                  :ARG1 a
                  :ARG2 (p6 / parent))
            :ARG3-of (s / same-01))
      :polarity (a2 / amr-unknown))","# ::snt Princai Haris ir Viljamas turi vienus tėvus?
# ::annotator bart-amr
# ::date 2023-04-29 18:19:33.946371
(z0 / principalai
    :mod (z1 / ir
             :op1 (z2 / viljamas))
    :mod (z3 / turi
             :mod (z4 / vienus
                      :mod (z5 / tėvus)))
    :polarity (z6 / amr-unknown))",0.17
3397,3397,У прынца Гары і Вільяма адны і тыя ж бацькі?,be,train,"# ::snt У прынца Гары і Вільяма адны і тыя ж бацькі?
(h / have-03
      :ARG0 (a / and
            :op1 (p / person :name (n / name :op1 ""Harry"")
                  :ARG0-of (h2 / have-org-role-91
                        :ARG2 (p2 / prince)))
            :op2 (p3 / person :name (n2 / name :op1 ""William"")
                  :ARG0-of (h3 / have-org-role-91
                        :ARG2 (p4 / prince))))
      :ARG1 (p5 / person
            :ARG0-of (h4 / have-rel-role-91
                  :ARG1 a
                  :ARG2 (p6 / parent))
            :ARG3-of (s / same-01))
      :polarity (a2 / amr-unknown))","# ::snt У прынца Гары і Вільяма адны і тыя ж бацькі?
# ::annotator bart-amr
# ::date 2023-04-29 18:19:33.946397
(z0 / string-entity
    :value ""�рынца""
    :polarity (z1 / amr-unknown))",0.16
3398,3398,Who was the doctoral supervisor of Albert Einstein?,en,train,"# ::snt Who was the doctoral supervisor of Albert Einstein?
(h / have-rel-role-91
      :ARG0 (a / amr-unknown)
      :ARG1 (p / person :name (n / name :op1 ""Albert"" :op2 ""Einstein""))
      :ARG2 (p2 / person
            :ARG0-of (s / supervise-01
                  :ARG1 p
                  :mod (d / doctorial))))","# ::snt Who was the doctoral supervisor of Albert Einstein?
# ::annotator bart-amr
# ::date 2023-04-29 18:19:33.946422
(z0 / supervise-01
    :ARG0 (z1 / amr-unknown)
    :ARG1 (z2 / person
              :wiki ""Albert_Einstein""
              :name (z3 / name
                        :op1 ""Albert""
                        :op2 ""Einstein""))
    :mod (z4 / doctoral))",0.6
3399,3399,Альберт эйнштейн ғилми етәксеһе кем булыр?,ba,train,"# ::snt Альберт эйнштейн ғилми етәксеһе кем булыр?
(h / have-rel-role-91
      :ARG0 (a / amr-unknown)
      :ARG1 (p / person :name (n / name :op1 ""Albert"" :op2 ""Einstein""))
      :ARG2 (p2 / person
            :ARG0-of (s / supervise-01
                  :ARG1 p
                  :mod (d / doctorial))))","# ::snt Альберт эйнштейн ғилми етәксеһе кем булыр?
# ::annotator bart-amr
# ::date 2023-04-29 18:19:33.946447
(z0 / amr-unintelligible
    :value ""эйнштейн"")",0.1
3400,3400,Wer war der Doktorvater von Albert Einstein?,de,train,"# ::snt Wer war der Doktorvater von Albert Einstein?
(h / have-rel-role-91
      :ARG0 (a / amr-unknown)
      :ARG1 (p / person :name (n / name :op1 ""Albert"" :op2 ""Einstein""))
      :ARG2 (p2 / person
            :ARG0-of (s / supervise-01
                  :ARG1 p
                  :mod (d / doctorial))))","# ::snt Wer war der Doktorvater von Albert Einstein?
# ::annotator bart-amr
# ::date 2023-04-29 18:19:33.946472
(z0 / war
    :mod (z1 / amr-unknown)
    :mod (z2 / doktorvater
             :mod (z3 / person
                      :wiki ""Albert_Einstein""
                      :name (z4 / name
                                :op1 ""Albert""
                                :op2 ""Einstein""))))",0.47
3401,3401,Кто был научным руководителем Альберта Эйнштейна?,ru,train,"# ::snt Кто был научным руководителем Альберта Эйнштейна?
(h / have-rel-role-91
      :ARG0 (a / amr-unknown)
      :ARG1 (p / person :name (n / name :op1 ""Albert"" :op2 ""Einstein""))
      :ARG2 (p2 / person
            :ARG0-of (s / supervise-01
                  :ARG1 p
                  :mod (d / doctorial))))","# ::snt Кто был научным руководителем Альберта Эйнштейна?
# ::annotator bart-amr
# ::date 2023-04-29 18:19:33.946497
(z0 / amr-unintelligible
    :value ""руководителем_Альберта"")",0.1
3402,3402,Кто являлся научным руководителем Альберта Эйнштейна?,ru,train,"# ::snt Кто являлся научным руководителем Альберта Эйнштейна?
(h / have-rel-role-91
      :ARG0 (a / amr-unknown)
      :ARG1 (p / person :name (n / name :op1 ""Albert"" :op2 ""Einstein""))
      :ARG2 (p2 / person
            :ARG0-of (s / supervise-01
                  :ARG1 p
                  :mod (d / doctorial))))","# ::snt Кто являлся научным руководителем Альберта Эйнштейна?
# ::annotator bart-amr
# ::date 2023-04-29 18:19:33.946522
(z0 / amr-unintelligible
    :value ""являлся"")",0.1
3403,3403,Хто був науковим керівником Альберта Ейнштейна під час докторатури?,uk,train,"# ::snt Хто був науковим керівником Альберта Ейнштейна під час докторатури?
(h / have-rel-role-91
      :ARG0 (a / amr-unknown)
      :ARG1 (p / person :name (n / name :op1 ""Albert"" :op2 ""Einstein""))
      :ARG2 (p2 / person
            :ARG0-of (s / supervise-01
                  :ARG1 p
                  :mod (d / doctorial))))","# ::snt Хто був науковим керівником Альберта Ейнштейна під час докторатури?
# ::annotator bart-amr
# ::date 2023-04-29 18:19:33.946547
(z0 / event
    :polarity (z1 / amr-unknown)
    :mod (z2 / був))",0.17
3404,3404,Хто быў навуковым кіраўніком Альберта Эйнштэйна?,be,train,"# ::snt Хто быў навуковым кіраўніком Альберта Эйнштэйна?
(h / have-rel-role-91
      :ARG0 (a / amr-unknown)
      :ARG1 (p / person :name (n / name :op1 ""Albert"" :op2 ""Einstein""))
      :ARG2 (p2 / person
            :ARG0-of (s / supervise-01
                  :ARG1 p
                  :mod (d / doctorial))))","# ::snt Хто быў навуковым кіраўніком Альберта Эйнштэйна?
# ::annotator bart-amr
# ::date 2023-04-29 18:19:33.946573
(z0 / Хто)",0.11
3405,3405,Does Breaking Bad have more episodes than Game of Thrones?,en,train,"# ::snt Does Breaking Bad have more episodes than Game of Thrones?
(h / have-03
      :ARG0 (b / broadcast-program :name (n / name :op1 ""Breaking"" :op2 ""Bad""))
      :ARG1 (e / episode
            :ARG1-of (h2 / have-quant-91
                  :ARG3 (m / more)
                  :ARG4 (e2 / episode
                        :ARG1-of (h3 / have-03
                              :ARG0 (b2 / broadcast-program :name (n2 / name :op1 ""Game"" :op2 ""of"" :op3 ""Thrones""))))))
      :polarity (a2 / amr-unknown))","# ::snt Does Breaking Bad have more episodes than Game of Thrones?
# ::annotator bart-amr
# ::date 2023-04-29 18:19:33.946604
(z0 / have-03
    :ARG0 (z1 / broadcast-program
              :wiki ""Breaking_Bad_(T3000 / TV_series)""
              :name (z2 / name
                        :op1 ""Breaking""
                        :op2 ""Bad""))
    :ARG1 (z3 / episode
              :ARG1-of (z4 / have-quant-91
                           :ARG3 (z5 / more)
                           :ARG4 (z6 / broadcast-program
                                     :wiki ""Game_of_Thrones""
                                     :name (z7 / name
                                               :op1 ""Game""
                                               :op2 ""of""
                                               :op3 ""Thrones""))))
    :polarity (z8 / amr-unknown))",0.85
3406,3406,Hat Breaking Bad mehr Episoden als Game of Thrones?,de,train,"# ::snt Hat Breaking Bad mehr Episoden als Game of Thrones?
(h / have-03
      :ARG0 (b / broadcast-program :name (n / name :op1 ""Breaking"" :op2 ""Bad""))
      :ARG1 (e / episode
            :ARG1-of (h2 / have-quant-91
                  :ARG3 (m / more)
                  :ARG4 (e2 / episode
                        :ARG1-of (h3 / have-03
                              :ARG0 (b2 / broadcast-program :name (n2 / name :op1 ""Game"" :op2 ""of"" :op3 ""Thrones""))))))
      :polarity (a2 / amr-unknown))","# ::snt Hat Breaking Bad mehr Episoden als Game of Thrones?
# ::annotator bart-amr
# ::date 2023-04-29 18:19:33.946632
(z0 / and
    :op1 (z1 / break-01
             :ARG1 (z2 / broadcast-program
                       :wiki ""Breaking_Bad""
                       :name (z3 / name
                                 :op1 ""Breaking""
                                 :op2 ""Bad"")))
    :op2 (z4 / instead-of-91
             :ARG1 (z5 / broadcast-program
                       :wiki ""Game_of_Thrones""
                       :name (z6 / name
                                 :op1 ""Game""
                                 :op2 ""of""
                                 :op3 ""Thrones""))
             :ARG2 z5)
    :polarity (z7 / amr-unknown))",0.55
3407,3407,"У ""Во все тяжкие"" больше эпизодов чем у ""Игры пристолов""?",ru,train,"# ::snt У ""Во все тяжкие"" больше эпизодов чем у ""Игры пристолов""?
(h / have-03
      :ARG0 (b / broadcast-program :name (n / name :op1 ""Breaking"" :op2 ""Bad""))
      :ARG1 (e / episode
            :ARG1-of (h2 / have-quant-91
                  :ARG3 (m / more)
                  :ARG4 (e2 / episode
                        :ARG1-of (h3 / have-03
                              :ARG0 (b2 / broadcast-program :name (n2 / name :op1 ""Game"" :op2 ""of"" :op3 ""Thrones""))))))
      :polarity (a2 / amr-unknown))","# ::snt У ""Во все тяжкие"" больше эпизодов чем у ""Игры пристолов""?
# ::annotator bart-amr
# ::date 2023-04-29 18:19:33.946658
(z0 / string-entity
    :value ""тяжкие""
    :polarity (z1 / amr-unknown))",0.19
3408,3408,Действительно ли Во всех тяжких больше серий чем в Игре Престолов?,ru,train,"# ::snt Действительно ли Во всех тяжких больше серий чем в Игре Престолов?
(h / have-03
      :ARG0 (b / broadcast-program :name (n / name :op1 ""Breaking"" :op2 ""Bad""))
      :ARG1 (e / episode
            :ARG1-of (h2 / have-quant-91
                  :ARG3 (m / more)
                  :ARG4 (e2 / episode
                        :ARG1-of (h3 / have-03
                              :ARG0 (b2 / broadcast-program :name (n2 / name :op1 ""Game"" :op2 ""of"" :op3 ""Thrones""))))))
      :polarity (a2 / amr-unknown))","# ::snt Действительно ли Во всех тяжких больше серий чем в Игре Престолов?
# ::annotator bart-amr
# ::date 2023-04-29 18:19:33.946682
(z0 / have-mod-91
    :ARG2 (z1 / Действительно)
    :polarity (z2 / amr-unknown))",0.18
3409,3409,Где больше эпизодов в сериале Во все тяжкие или Игры Престолов?,ru,train,"# ::snt Где больше эпизодов в сериале Во все тяжкие или Игры Престолов?
(h / have-03
      :ARG0 (b / broadcast-program :name (n / name :op1 ""Breaking"" :op2 ""Bad""))
      :ARG1 (e / episode
            :ARG1-of (h2 / have-quant-91
                  :ARG3 (m / more)
                  :ARG4 (e2 / episode
                        :ARG1-of (h3 / have-03
                              :ARG0 (b2 / broadcast-program :name (n2 / name :op1 ""Game"" :op2 ""of"" :op3 ""Thrones""))))))
      :polarity (a2 / amr-unknown))","# ::snt Где больше эпизодов в сериале Во все тяжкие или Игры Престолов?
# ::annotator bart-amr
# ::date 2023-04-29 18:19:33.946708
(z0 / Где)",0.07
3410,3410,"Чи має серіал Breaking Bad більше епізодів, ніж Game of Thrones?",uk,train,"# ::snt Чи має серіал Breaking Bad більше епізодів, ніж Game of Thrones?
(h / have-03
      :ARG0 (b / broadcast-program :name (n / name :op1 ""Breaking"" :op2 ""Bad""))
      :ARG1 (e / episode
            :ARG1-of (h2 / have-quant-91
                  :ARG3 (m / more)
                  :ARG4 (e2 / episode
                        :ARG1-of (h3 / have-03
                              :ARG0 (b2 / broadcast-program :name (n2 / name :op1 ""Game"" :op2 ""of"" :op3 ""Thrones""))))))
      :polarity (a2 / amr-unknown))","# ::snt Чи має серіал Breaking Bad більше епізодів, ніж Game of Thrones?
# ::annotator bart-amr
# ::date 2023-04-29 18:19:33.946733
(z0 / and
    :op1 (z1 / broadcast-program
             :wiki ""Breaking_Bad""
             :name (z2 / name
                       :op1 ""Breaking""
                       :op2 ""Bad""))
    :op2 (z3 / broadcast-program
             :wiki ""Game_of_Thrones""
             :name (z4 / name
                       :op1 ""Game""
                       :op2 ""of""
                       :op3 ""Thrones""))
    :polarity (z5 / amr-unknown))",0.61
3411,3411,Ar „Breaking Bad“ turi daugiau epizodų nei „Game of Thrones“?,lt,train,"# ::snt Ar „Breaking Bad“ turi daugiau epizodų nei „Game of Thrones“?
(h / have-03
      :ARG0 (b / broadcast-program :name (n / name :op1 ""Breaking"" :op2 ""Bad""))
      :ARG1 (e / episode
            :ARG1-of (h2 / have-quant-91
                  :ARG3 (m / more)
                  :ARG4 (e2 / episode
                        :ARG1-of (h3 / have-03
                              :ARG0 (b2 / broadcast-program :name (n2 / name :op1 ""Game"" :op2 ""of"" :op3 ""Thrones""))))))
      :polarity (a2 / amr-unknown))","# ::snt Ar „Breaking Bad“ turi daugiau epizodų nei „Game of Thrones“?
# ::annotator bart-amr
# ::date 2023-04-29 18:19:33.946758
(z0 / amr-choice
    :op1 (z1 / show
             :wiki ""Breaking_Bad""
             :name (z2 / name
                       :op1 ""Breaking""
                       :op2 ""Bad"")
             :mod (z3 / turi))
    :op2 (z4 / show
             :wiki ""Game_of_Thrones""
             :name (z5 / name
                       :op1 ""Game""
                       :op2 ""of""
                       :op3 ""Thrones"")
             :mod z3))",0.43
3412,3412,"У ""Ва ўсё цяжкія"" больш эпізодаў чым у ""Гульні тронаў""?",be,train,"# ::snt У ""Ва ўсё цяжкія"" больш эпізодаў чым у ""Гульні тронаў""?
(h / have-03
      :ARG0 (b / broadcast-program :name (n / name :op1 ""Breaking"" :op2 ""Bad""))
      :ARG1 (e / episode
            :ARG1-of (h2 / have-quant-91
                  :ARG3 (m / more)
                  :ARG4 (e2 / episode
                        :ARG1-of (h3 / have-03
                              :ARG0 (b2 / broadcast-program :name (n2 / name :op1 ""Game"" :op2 ""of"" :op3 ""Thrones""))))))
      :polarity (a2 / amr-unknown))","# ::snt У ""Ва ўсё цяжкія"" больш эпізодаў чым у ""Гульні тронаў""?
# ::annotator bart-amr
# ::date 2023-04-29 18:19:33.946784
(z0 / string-entity
    :value ""цяжкія""
    :polarity (z1 / amr-unknown))",0.19
3413,3413,Who was Vincent van Gogh inspired by?,en,train,"# ::snt Who was Vincent van Gogh inspired by?
(i2 / inspire-01
      :ARG0 (a / amr-unknown)
      :ARG1 (p / person :name (n / name :op1 ""Vincent"" :op2 ""van"" :op3 ""Gogh"")))","# ::snt Who was Vincent van Gogh inspired by?
# ::annotator bart-amr
# ::date 2023-04-29 18:19:33.946810
(z0 / inspire-01
    :ARG1 (z1 / person
              :wiki ""Vincent_van_Gogh""
              :name (z2 / name
                        :op1 ""Vincent""
                        :op2 ""van""
                        :op3 ""Gogh""))
    :ARG2 (z3 / amr-unknown))",0.87
3414,3414,Винсент ван Гог кемдән илһам алған?,ba,train,"# ::snt Винсент ван Гог кемдән илһам алған?
(i2 / inspire-01
      :ARG0 (a / amr-unknown)
      :ARG1 (p / person :name (n / name :op1 ""Vincent"" :op2 ""van"" :op3 ""Gogh"")))","# ::snt Винсент ван Гог кемдән илһам алған?
# ::annotator bart-amr
# ::date 2023-04-29 18:19:33.946836
(z0 / Винсент
    :polarity (z1 / amr-unknown))",0.27
3415,3415,Von wem wurde Vincent van Gogh inspiriert?,de,train,"# ::snt Von wem wurde Vincent van Gogh inspiriert?
(i2 / inspire-01
      :ARG0 (a / amr-unknown)
      :ARG1 (p / person :name (n / name :op1 ""Vincent"" :op2 ""van"" :op3 ""Gogh"")))","# ::snt Von wem wurde Vincent van Gogh inspiriert?
# ::annotator bart-amr
# ::date 2023-04-29 18:19:33.946867
(z0 / inspire-01
    :ARG1 (z1 / person
              :wiki ""Vincent_van_Gogh""
              :name (z2 / name
                        :op1 ""Vincent""
                        :op2 ""van""
                        :op3 ""Gogh""))
    :polarity (z3 / amr-unknown)
    :mod (z4 / wem-wurde))",0.8
3416,3416,Кем вдохновлялся Винсент ван Гог?,ru,train,"# ::snt Кем вдохновлялся Винсент ван Гог?
(i2 / inspire-01
      :ARG0 (a / amr-unknown)
      :ARG1 (p / person :name (n / name :op1 ""Vincent"" :op2 ""van"" :op3 ""Gogh"")))","# ::snt Кем вдохновлялся Винсент ван Гог?
# ::annotator bart-amr
# ::date 2023-04-29 18:19:33.946895
(z0 / amr-unintelligible
    :value ""вдохновлялся"")",0.14
3417,3417,Кем был вдохновлен Винсент Ван Гог?,ru,train,"# ::snt Кем был вдохновлен Винсент Ван Гог?
(i2 / inspire-01
      :ARG0 (a / amr-unknown)
      :ARG1 (p / person :name (n / name :op1 ""Vincent"" :op2 ""van"" :op3 ""Gogh"")))","# ::snt Кем был вдохновлен Винсент Ван Гог?
# ::annotator bart-amr
# ::date 2023-04-29 18:19:33.946920
(z0 / amr-unintelligible
    :value ""Кем""
    :op2 ""был""
    :op3 ""вдохновлен"")",0.13
3418,3418,Хто надихнув Вінсента ван Гога?,uk,train,"# ::snt Хто надихнув Вінсента ван Гога?
(i2 / inspire-01
      :ARG0 (a / amr-unknown)
      :ARG1 (p / person :name (n / name :op1 ""Vincent"" :op2 ""van"" :op3 ""Gogh"")))","# ::snt Хто надихнув Вінсента ван Гога?
# ::annotator bart-amr
# ::date 2023-04-29 18:19:33.946946
(z0 / Хто
    :polarity (z1 / amr-unknown))",0.27
3419,3419,Kas įkvėpė Vincentą van Gogą?,lt,train,"# ::snt Kas įkvėpė Vincentą van Gogą?
(i2 / inspire-01
      :ARG0 (a / amr-unknown)
      :ARG1 (p / person :name (n / name :op1 ""Vincent"" :op2 ""van"" :op3 ""Gogh"")))","# ::snt Kas įkvėpė Vincentą van Gogą?
# ::annotator bart-amr
# ::date 2023-04-29 18:19:33.946971
(z0 / person
    :wiki -
    :name (z1 / name
              :op1 ""Kas""
              :op2 ""įkvėpė_Vincentą_van""
              :op3 ""Gogą"")
    :polarity (z2 / amr-unknown))",0.38
3420,3420,Кім натхняўся Вінцэнт ван Гог?,be,train,"# ::snt Кім натхняўся Вінцэнт ван Гог?
(i2 / inspire-01
      :ARG0 (a / amr-unknown)
      :ARG1 (p / person :name (n / name :op1 ""Vincent"" :op2 ""van"" :op3 ""Gogh"")))","# ::snt Кім натхняўся Вінцэнт ван Гог?
# ::annotator bart-amr
# ::date 2023-04-29 18:19:33.946998
(z0 / have-mod-91
    :ARG2 (z1 / string-entity
              :value ""натхняўся"")
    :polarity (z2 / amr-unknown))",0.22
3421,3421,Which building after the Burj Khalifa has the most floors?,en,train,"# ::snt Which building after the Burj Khalifa has the most floors?
(h / have-03
      :ARG0 (b / building
            :mod (a / amr-unknown))
      :ARG1 (f / floor
            :ARG1-of (h2 / have-quant-91
                  :ARG3 (m / most
                        :mod (a2 / after
                              :op1 (b2 / building :name (n / name :op1 ""Burj"" :op2 ""Khalifa"")))))))","# ::snt Which building after the Burj Khalifa has the most floors?
# ::annotator bart-amr
# ::date 2023-04-29 18:19:33.947023
(z0 / have-03
    :ARG0 (z1 / building
              :mod (z2 / amr-unknown)
              :time (z3 / after
                        :op1 (z4 / building
                                 :wiki ""Burj_Khalifa""
                                 :name (z5 / name
                                           :op1 ""Burj""
                                           :op2 ""Khalifa""))))
    :ARG1 (z6 / floor
              :ARG1-of (z7 / have-quant-91
                           :ARG3 (z8 / most))))",0.93
3422,3422,Бурдж-Халифтан һуң ниндәй иң күп этаждар,ba,train,"# ::snt Бурдж-Халифтан һуң ниндәй иң күп этаждар
(h / have-03
      :ARG0 (b / building
            :mod (a / amr-unknown))
      :ARG1 (f / floor
            :ARG1-of (h2 / have-quant-91
                  :ARG3 (m / most
                        :mod (a2 / after
                              :op1 (b2 / building :name (n / name :op1 ""Burj"" :op2 ""Khalifa"")))))))","# ::snt Бурдж-Халифтан һуң ниндәй иң күп этаждар
# ::annotator bart-amr
# ::date 2023-04-29 18:19:33.947049
(z0 / string-entity
    :value ""Бурдж-Халифтан"")",0.09
3423,3423,Welches Gebäude hat nach dem Burj Khalifa die meisten Stockwerke?,de,train,"# ::snt Welches Gebäude hat nach dem Burj Khalifa die meisten Stockwerke?
(h / have-03
      :ARG0 (b / building
            :mod (a / amr-unknown))
      :ARG1 (f / floor
            :ARG1-of (h2 / have-quant-91
                  :ARG3 (m / most
                        :mod (a2 / after
                              :op1 (b2 / building :name (n / name :op1 ""Burj"" :op2 ""Khalifa"")))))))","# ::snt Welches Gebäude hat nach dem Burj Khalifa die meisten Stockwerke?
# ::annotator bart-amr
# ::date 2023-04-29 18:19:33.947074
(z0 / amr-unknown
    :ARG0-of (z1 / cause-01
                 :ARG1 (z2 / hat-03
                           :ARG0 (z3 / city-district
                                     :wiki ""Gebäude""
                                     :name (z4 / name
                                               :op1 ""Gebäude""))
                           :ARG1 (z5 / city-district
                                     :wiki ""Stockwerke""
                                     :name (z6 / name
                                               :op1 ""Stockwerke"")
                                     :mod (z7 / meist))
                           :time (z8 / after
                                     :op1 (z9 / person
                                              :wiki ""Burj_Khalifa""
                                              :name (z10 / name
                                                         :op1 ""Burj""
                                                         :op2 ""Khalifa""))))))",0.37
3424,3424,Какое здание имеет болше всего этажей после Бурдж-Халифа?,ru,train,"# ::snt Какое здание имеет болше всего этажей после Бурдж-Халифа?
(h / have-03
      :ARG0 (b / building
            :mod (a / amr-unknown))
      :ARG1 (f / floor
            :ARG1-of (h2 / have-quant-91
                  :ARG3 (m / most
                        :mod (a2 / after
                              :op1 (b2 / building :name (n / name :op1 ""Burj"" :op2 ""Khalifa"")))))))","# ::snt Какое здание имеет болше всего этажей после Бурдж-Халифа?
# ::annotator bart-amr
# ::date 2023-04-29 18:19:33.947099
(z0 / amr-choice
    :op1 (z1 / какое)
    :op2 (z2 / какое)
    :op3 (z3 / калифа)
    :op4 (z4 / какое))",0.07
3425,3425,Какое здание после Бурдж Халифы имеет больше всего этажей?,ru,train,"# ::snt Какое здание после Бурдж Халифы имеет больше всего этажей?
(h / have-03
      :ARG0 (b / building
            :mod (a / amr-unknown))
      :ARG1 (f / floor
            :ARG1-of (h2 / have-quant-91
                  :ARG3 (m / most
                        :mod (a2 / after
                              :op1 (b2 / building :name (n / name :op1 ""Burj"" :op2 ""Khalifa"")))))))","# ::snt Какое здание после Бурдж Халифы имеет больше всего этажей?
# ::annotator bart-amr
# ::date 2023-04-29 18:19:33.947123
(z0 / amr-choice
    :op1 (z1 / какое)
    :op2 (z2 / калифы))",0.08
3426,3426,Какое здание после буджи Халифа имеет наибольшее число этажей?,ru,train,"# ::snt Какое здание после буджи Халифа имеет наибольшее число этажей?
(h / have-03
      :ARG0 (b / building
            :mod (a / amr-unknown))
      :ARG1 (f / floor
            :ARG1-of (h2 / have-quant-91
                  :ARG3 (m / most
                        :mod (a2 / after
                              :op1 (b2 / building :name (n / name :op1 ""Burj"" :op2 ""Khalifa"")))))))","# ::snt Какое здание после буджи Халифа имеет наибольшее число этажей?
# ::annotator bart-amr
# ::date 2023-04-29 18:19:33.947151
(z0 / amr-choice
    :op1 (z1 / какое)
    :op2 (z2 / какое))",0.08
3427,3427,Яка будівля після Бурдж Халіфа має найбільшу кількість поверхів?,uk,train,"# ::snt Яка будівля після Бурдж Халіфа має найбільшу кількість поверхів?
(h / have-03
      :ARG0 (b / building
            :mod (a / amr-unknown))
      :ARG1 (f / floor
            :ARG1-of (h2 / have-quant-91
                  :ARG3 (m / most
                        :mod (a2 / after
                              :op1 (b2 / building :name (n / name :op1 ""Burj"" :op2 ""Khalifa"")))))))","# ::snt Яка будівля після Бурдж Халіфа має найбільшу кількість поверхів?
# ::annotator bart-amr
# ::date 2023-04-29 18:19:33.947176
(z0 / thing
    :polarity (z1 / amr-unknown)
    :domain (z2 / string-entity
                :value ""будівля""))",0.15
3428,3428,Kuris pastatas turi daugiausiai aukštų po Burj Khalifa?,lt,train,"# ::snt Kuris pastatas turi daugiausiai aukštų po Burj Khalifa?
(h / have-03
      :ARG0 (b / building
            :mod (a / amr-unknown))
      :ARG1 (f / floor
            :ARG1-of (h2 / have-quant-91
                  :ARG3 (m / most
                        :mod (a2 / after
                              :op1 (b2 / building :name (n / name :op1 ""Burj"" :op2 ""Khalifa"")))))))","# ::snt Kuris pastatas turi daugiausiai aukštų po Burj Khalifa?
# ::annotator bart-amr
# ::date 2023-04-29 18:19:33.947201
(z0 / pastatas
    :polarity (z1 / amr-unknown))",0.17
